SalesID,SalePrice
1222837,23818.289353992015
1222839,35071.351886954384
1222841,37666.48371928678
1222843,23686.354167685055
1222845,36607.373741681586
1222847,39344.11645561026
1222849,22806.079433757513
1222850,23446.126160818734
1222855,30847.914618022678
1222863,42910.39135155517
1222864,24697.741916218947
1222865,34077.2968884231
1222867,34475.29359610471
1222879,33872.68088272973
1222883,33988.15042194474
1222905,35073.430545239855
1222908,42778.62060967545
1222910,41875.284353850046
1222911,30694.846798264705
1222917,22237.391967271888
1222918,24275.832950426888
1222919,23772.92816484751
1222920,22531.57392227838
1222926,22206.883895696752
1222969,34626.56368600414
1222973,24200.97226069968
1222977,22150.87596178166
1222978,22188.163883210233
1222980,34040.88848306534
1222981,35558.261884871004
1222984,33778.89445214282
1222990,22647.500854685866
1222993,24352.984957459288
1222997,25429.518907520862
1222999,33591.310520334315
1223003,45812.53157516815
1223014,33824.35775771529
1223039,22079.74730374059
1223040,22287.325659977032
1223041,33859.48850994296
1223042,33465.06435602604
1223043,30810.231542486796
1223057,35969.34779948499
1223058,36390.42903647379
1223059,35537.82759186276
1223060,37359.441661705176
1223067,23217.854538245076
1223069,46832.52838864476
1223070,47689.67797858022
1223072,39204.80954858554
1223073,44278.79424994297
1223074,38006.51436217384
1223075,44316.98092765667
1223076,49861.0319958162
1223077,47251.9536270603
1223078,56044.87939812382
1223079,56101.147472904566
1223080,57890.16792033387
1223081,58978.76910221533
1223082,40444.05309442166
1223083,33351.13094160781
1223084,33390.63517257305
1223091,34683.26025930652
1223094,37655.451401709506
1223095,37482.31551379853
1223099,27518.18515144779
1223101,43848.09468959015
1223115,34202.414039765594
1223116,35043.03135919425
1223117,34920.35752431216
1223118,34485.31528645657
1223121,34905.25689181731
1223124,35022.482236761476
1223129,34035.73003448847
1223130,34590.693124788886
1223141,34544.9481156664
1223145,34507.21472760589
1223147,45466.05595168405
1223148,45357.36495177848
1223149,44896.9957577911
1223150,45279.55029736794
1223151,45268.49767771071
1223152,46179.519380639664
1223154,45739.07627710987
1223164,34108.84091389164
1223165,34988.49763467692
1223169,22734.73068385494
1223176,34596.07145338522
1223177,24191.12861737002
1223179,25018.143674142917
1223180,21953.790238887188
1223181,25229.596399391245
1223182,24821.21021023058
1223184,46405.789081648225
1223185,34004.46248758385
1223186,33389.189601373415
1223187,34486.84582450138
1223192,33960.57047236138
1223193,35548.13662890609
1223195,33668.09088207727
1223198,33435.575063356926
1223209,24186.87965232672
1223211,34160.300004083125
1223212,34068.4344271649
1223215,22125.353278693976
1223217,34765.66771654823
1223226,22790.623716288806
1223227,25094.207493136997
1223229,47655.79480020837
1223244,34409.49311704611
1223245,33800.612318369785
1223246,34355.01691363733
1223252,33926.46618827314
1223269,36979.090328019935
1223270,36940.46126774939
1223271,37804.40953828057
1223272,36362.605202148305
1223273,38347.72390980122
1223277,23326.664766234928
1223279,29457.014315601493
1223289,33997.293932751505
1223293,36256.42963433701
1223303,22925.53446192536
1223306,35057.89127476265
1223308,49874.18997931137
1223309,37256.95612911037
1223310,48221.88999750813
1223311,50847.70891392602
1223313,48542.76962702273
1223318,36709.16253095724
1223319,33905.532798505614
1223320,36623.278930088425
1223322,33656.67978218325
1223328,34302.07196284192
1223329,34084.208723864576
1223333,34455.76523570686
1223335,34015.20261602203
1223338,34479.680069400856
1223339,34229.95580322678
1223341,36258.79916614721
1223343,31274.062948989085
1223344,41447.577587917716
1223346,33997.99444110784
1223356,34191.31825089696
1223357,36029.43635327943
1223358,33688.7460395634
1223360,35602.80232384389
1223361,35443.41467867931
1223364,35990.664801390485
1223371,35225.701591106015
1223377,34409.533236985815
1223382,45569.66196533866
1223383,44947.39262007182
1223384,45646.09755326205
1223385,45332.83644383095
1223400,34192.82786535643
1223408,35428.2887240705
1223411,33989.57495788882
1223431,33373.26497827688
1223436,34566.28992207074
1223440,44446.280760053756
1223451,22233.478626214186
1223458,33676.66204317709
1223459,33940.12388670017
1223460,33889.49831303662
1223468,44216.85199096793
1223479,44432.8233532373
1223483,37013.33077381496
1223484,34496.214423271165
1223485,25158.521229809478
1223486,27698.2021693794
1223488,43241.309516209985
1223489,46220.6192836572
1223492,36849.45352016624
1223493,36818.47828840428
1223495,35413.36917116087
1223512,34544.909186912395
1223518,44189.74557093537
1223519,33602.21074893669
1223520,35134.88034732066
1223523,39339.822592322045
1223524,22480.17067710028
1223526,33565.07362409062
1223535,35514.26107925565
1223547,36303.575697980385
1223548,23312.61587663101
1223549,34079.94743968162
1223550,34386.36282736102
1223551,34158.8859654742
1223558,45681.05533515447
1223580,34766.3436090925
1223592,25811.37928425557
1223593,31866.496558471015
1223595,42452.70007411055
1223596,30127.138246489994
1223597,29206.648316132872
1223626,34817.806031793225
1223627,34019.38806669892
1223634,47263.83538810864
1223635,35336.31770931575
1223647,34388.93236407073
1223648,45138.389259874035
1223650,45004.25255015406
1223651,35467.45561007227
1223652,22345.831141683848
1223653,34826.4992918172
1223665,38276.17105427554
1223667,34963.42902961108
1223670,35239.4822756287
1223672,21972.186904571543
1223679,34325.06540484358
1223680,33520.855930019774
1223691,33877.069459746424
1223692,34002.99121987265
1223696,49873.176624203625
1223707,34273.718291780555
1223718,34405.088499349644
1223720,34581.97169884878
1223724,34212.84597111306
1223725,34589.32285767443
1223727,36715.591583483205
1223728,35827.011247959956
1223733,45125.25134783056
1223734,28626.879843728955
1223737,35417.47951052409
1223740,31755.738101037172
1223764,47475.94422549739
1223769,33988.744770973324
1223770,26111.518004439953
1223773,34404.89184812075
1223779,34230.21537643075
1223780,22497.84035550296
1223788,33807.683774741025
1223789,34191.6411311053
1223790,34639.28500788373
1223791,33609.537545361076
1223794,35971.86846200732
1223795,34835.40108318792
1223796,35323.13333442603
1223808,35745.48002293657
1223809,35306.9716550757
1223813,34894.357758673636
1223814,33791.191145935096
1223816,31184.38230257894
1223817,34721.53633564498
1223818,34525.038280145636
1223819,33915.21700826568
1223820,34597.418292133785
1223823,24428.3929395915
1223824,41892.461001828946
1223834,38795.97794325301
1223869,34289.55044686546
1223872,26253.530767470336
1223873,22499.22078203086
1223875,34749.15464986229
1223883,22026.013196164888
1223884,22419.637794833205
1223892,34072.829232146745
1223893,35397.42536635325
1223894,35300.0192745581
1223895,35422.60729893938
1223896,34768.01515699284
1223897,42160.87823061027
1223903,35000.393584767895
1223909,34243.36455582286
1223911,33806.59855002072
1223913,34104.21229851631
1223918,34900.3156988207
1223919,34136.44664561726
1223941,22734.73068385494
1223943,34008.55904539255
1223948,37637.79064750924
1223949,22880.339905155808
1223957,43165.48130170819
1223958,34826.50975397874
1223980,34665.804822282575
1223990,34835.92987617618
1223991,35039.634952539185
1223995,35460.93229490551
1223996,44880.31415802705
1223997,35148.72532789391
1224003,36924.929802995845
1224004,41040.15068186768
1224006,38756.13674775417
1224012,27082.680130781453
1224024,34813.507817436235
1224037,23588.35233576029
1224041,24562.85916598219
1224043,26776.847186647814
