SalesID,SalePrice
1222837,23815.347063904563
1222839,35067.36811542702
1222841,37671.116006438315
1222843,23684.56932386803
1222845,36611.17842433461
1222847,39345.84759541976
1222849,22802.820451533567
1222850,23443.711239802928
1222855,30844.431752635526
1222863,42914.471179012544
1222864,24697.078706478067
1222865,34074.80734699236
1222867,34471.96581484431
1222879,33873.09451148633
1222883,33988.412396656924
1222905,35072.91584586374
1222908,42785.69260685837
1222910,41880.93955452753
1222911,30696.346327073483
1222917,22232.88206969889
1222918,24273.843429358898
1222919,23770.344147665033
1222920,22527.816053709434
1222926,22203.04706086591
1222969,34625.285805724256
1222973,24199.277751303554
1222977,22146.85749012714
1222978,22183.43530203427
1222980,34039.7651423756
1222981,35557.6714073124
1222984,33776.823171698765
1222990,22643.771180135074
1222993,24349.720560561684
1222997,25425.884220788037
1222999,33592.832655052705
1223003,45818.23420326548
1223014,33822.500197734626
1223039,22075.755040805903
1223040,22283.60222098648
1223041,33860.51126327504
1223042,33465.991183402635
1223043,30809.155538172792
1223057,35968.47910604283
1223058,36390.239724514046
1223059,35536.77802178378
1223060,37360.226503648024
1223067,23213.138199397905
1223069,46836.53184146188
1223070,47693.85938346542
1223072,39210.98197321242
1223073,44282.311621174216
1223074,38009.13269619542
1223075,44319.94395532079
1223076,49870.37362092179
1223077,47257.954950359264
1223078,56060.46823823084
1223079,56116.771820523754
1223080,57907.63810451875
1223081,58997.40552946039
1223082,40451.65104410435
1223083,33352.18437230527
1223084,33389.31253780515
1223091,34685.1317339234
1223094,37658.80015283769
1223095,37494.181061328636
1223099,27518.601125816338
1223101,43851.15046464872
1223115,34202.69151962542
1223116,35044.792618940985
1223117,34921.56441644753
1223118,34484.799385124454
1223121,34906.18296678805
1223124,35023.40511154259
1223129,34036.42150765642
1223130,34591.64977522618
1223141,34546.38902656849
1223145,34507.95957811993
1223147,45468.65113096305
1223148,45362.05501921936
1223149,44901.368695526864
1223150,45284.24726316205
1223151,45273.079388601036
1223152,46182.42857342343
1223154,45740.029286112425
1223164,34107.884037261356
1223165,34986.360247638106
1223169,22731.24758122593
1223176,34597.84987922911
1223177,24189.262028562265
1223179,25017.214107515876
1223180,21949.713208711928
1223181,25228.67413468645
1223182,24819.679964449046
1223184,46412.01049703675
1223185,34002.88917789922
1223186,33385.913961828235
1223187,34485.68348034114
1223192,33958.93059384656
1223193,35544.83424798019
1223195,33666.61500705633
1223198,33432.41163666094
1223209,24183.66772576335
1223211,34159.06049501496
1223212,34067.263915033254
1223215,22120.869063612467
1223217,34768.259562625266
1223226,22787.63780142571
1223227,25093.508245568773
1223229,47662.5275327755
1223244,34409.84116911106
1223245,33800.81897913752
1223246,34355.47319324985
1223252,33927.45316193525
1223269,36979.72208822715
1223270,36941.07506497648
1223271,37805.74500575413
1223272,36362.288852765414
1223273,38349.26631210315
1223277,23322.959233931957
1223279,29460.6450615017
1223289,33995.975045530104
1223293,36257.30886408985
1223303,22922.271618928455
1223306,35058.53619841173
1223308,49884.49232722625
1223309,37256.410490039074
1223310,48230.509688581464
1223311,50858.99959133596
1223313,48549.15099222042
1223318,36714.25940255331
1223319,33903.493632338534
1223320,36623.61212876811
1223322,33658.41562741554
1223328,34303.91381877943
1223329,34082.43280656319
1223333,34450.87951431744
1223335,34012.43342379119
1223338,34480.41063239611
1223339,34228.93084033742
1223341,36259.86929790672
1223343,31276.643935551652
1223344,41453.99899605455
1223346,33996.48950733181
1223356,34192.93738398431
1223357,36030.452152579484
1223358,33689.58576125148
1223360,35603.5721514046
1223361,35445.77655280478
1223364,35991.932751609245
1223371,35224.81855832574
1223377,34408.383038673106
1223382,45574.45764825582
1223383,44951.81155140895
1223384,45650.99052715328
1223385,45337.47618238416
1223400,34193.74739560532
1223408,35427.38676744461
1223411,33990.656843761
1223431,33370.90518339822
1223436,34565.223852545685
1223440,44450.13256398007
1223451,22226.5308217933
1223458,33674.81796641538
1223459,33939.914384195756
1223460,33886.82637792821
1223468,44218.41438851313
1223479,44437.082481924226
1223483,37015.972757228505
1223484,34494.74827842969
1223485,25157.770884293528
1223486,27700.518394035535
1223488,43245.82035222789
1223489,46226.51883875958
1223492,36852.910744655026
1223493,36821.849852087915
1223495,35414.871396402676
1223512,34542.89046486902
1223518,44191.29934922122
1223519,33602.186427850625
1223520,35134.664296567695
1223523,39343.76248650825
1223524,22476.50336179929
1223526,33563.44710779883
1223535,35516.7851385009
1223547,36307.15729449105
1223548,23308.018918950525
1223549,34078.95321072116
1223550,34387.05424494031
1223551,34159.348152987244
1223558,45686.939543138345
1223580,34767.624123943366
1223592,25808.37416995154
1223593,31870.461565277612
1223595,42460.164383617455
1223596,30129.34931685759
1223597,29209.483809010595
1223626,34818.5257039381
1223627,34019.83584478885
1223634,47271.08200785736
1223635,35338.61525481726
1223647,34386.733769197795
1223648,45141.814230482094
1223650,45006.26619727784
1223651,35469.60693660486
1223652,22342.68296455089
1223653,34827.02319780073
1223665,38278.28784331626
1223667,34962.894770019375
1223670,35238.1000945788
1223672,21968.077858338424
1223679,34326.890402967474
1223680,33522.36182229696
1223691,33875.725545054964
1223692,34001.7384332305
1223696,49883.403294892254
1223707,34275.29839280215
1223718,34405.812224213434
1223720,34580.626317329996
1223724,34211.524257180514
1223725,34588.15308909252
1223727,36716.51532642212
1223728,35828.63407784546
1223733,45135.52894359725
1223734,28624.698216481876
1223737,35420.52082702882
1223740,31761.72915224452
1223764,47484.305563284375
1223769,33986.292485205995
1223770,26110.420742399532
1223773,34406.11164656497
1223779,34229.24731143767
1223780,22493.366131890663
1223788,33807.698322809374
1223789,34189.635966395734
1223790,34638.238970108665
1223791,33607.26125572933
1223794,35974.93904543727
1223795,34837.64858742895
1223796,35325.76434290598
1223808,35744.71152983078
1223809,35309.73505012004
1223813,34894.77049320559
1223814,33789.09971013593
1223816,31182.67971946078
1223817,34719.14924036661
1223818,34522.93686039595
1223819,33912.566059561475
1223820,34599.2052195465
1223823,24426.45273166503
1223824,41898.869691492466
1223834,38800.570963653554
1223869,34288.40942119246
1223872,26253.51289299654
1223873,22495.78345699678
1223875,34751.11503709167
1223883,22022.27392263767
1223884,22416.580101287593
1223892,34074.54974367791
1223893,35399.71890901636
1223894,35299.856941267724
1223895,35422.68374954137
1223896,34769.90775579404
1223897,42163.11111565133
1223903,34998.914265641564
1223909,34244.053259425105
1223911,33805.18628479158
1223913,34105.71481653683
1223918,34899.462744600714
1223919,34134.41632984392
1223941,22731.24758122593
1223943,34007.374816825715
1223948,37640.15675503945
1223949,22876.48619638085
1223957,43167.82977889222
1223958,34828.60530906096
1223980,34666.366783573416
1223990,34835.52234320926
1223991,35039.14703306719
1223995,35463.76424774542
1223996,44882.662601169664
1223997,35149.74224410242
1224003,36927.55728241249
1224004,41043.0282295433
1224006,38761.255479486485
1224012,27083.100654168677
1224024,34814.23348977583
1224037,23582.58487362763
1224041,24561.20328243991
1224043,26777.724195028368
1224044,26039.667159686054
1224045,37892.10356165126
1224046,33376.7529330425
1224047,42786.93071788122
1224057,22095.591220567192
1224065,24824.30988969594
1224072,34306.402909143115
1224083,33596.09884656226
1224084,34248.39012510266
1224085,33390.425195567055
1224092,33361.227143190314
1224101,22074.843026284332
1224110,34387.163730307584
1224122,34367.71211682079
1224129,34537.65808772533
1224131,34310.41135058715
1224132,33497.11111426769
1224139,26582.28096379455
1224140,38109.67238267686
1224152,34286.71979952916
1224156,33758.83715191159
1224159,33839.37044600712
1224162,34267.60207615897
1224166,34193.74739560532
1224167,36714.25940255331
1224185,30513.0964997828
1224209,21971.3979491004
1224225,34907.86000835926
1224233,37896.902633459635
1224234,47597.67062542876
1224235,48554.63726525764
1224236,44637.370725091925
1224237,37077.50131209418
1224238,49132.41467596864
1224241,22522.800435814308
1224243,22093.89490648106
1224245,36978.22121093784
1224246,26724.50193085053
1224249,27324.098599805817
1224250,36495.57162906881
1224258,48907.174294948214
1224262,48743.74578030818
1224264,48910.42477757154
1224267,48177.931559744204
1224268,36724.48255623281
1224269,48984.197108585024
1224270,46279.85812198373
1224283,35788.1203126462
1224287,34469.49219179168
1224288,33788.85361804193
1224300,44498.4148379578
1224302,26771.90564045547
1224317,23174.54002984622
1224318,22978.299512535134
1224327,22586.285003045472
1224330,35830.281839925425
1224331,31205.902171636644
1224332,38854.11955685392
1224345,35359.8798831316
1224348,39046.566505099436
1224349,33495.9351782501
1224355,36094.82794190316
1224356,45388.90888523883
1224357,45172.85258523785
1224359,40921.58967349381
1224360,44099.81973239167
1224361,47184.31479661497
1224362,39364.61472555259
1224363,34872.88525871016
1224367,35778.180904323985
1224371,37654.42452550076
1224385,39584.09877023921
1224388,37879.338079171
1224389,46121.87132798025
1224390,44068.2714812975
1224391,46361.65094087198
1224392,40973.389650005105
1224397,38380.44179170061
1224398,37108.14916432461
1224400,39892.43015311162
1224401,42868.40493186005
1224408,37092.793903985235
1224409,40103.158241971476
1224410,37230.70123406828
1224413,38148.71591023897
1224420,36560.17255949829
1224421,36604.04218285925
1224422,37954.7550239252
1224432,37838.230673338236
1224455,39083.97158071106
1224456,33393.38514811756
1224457,36926.41418954801
1224459,34748.573197061414
1224460,35363.88928250536
1224461,35812.63862338742
1224462,36227.7748282691
1224463,36514.19730474994
1224464,35279.99177101202
1224467,34982.26994946643
1224468,24664.168526116075
1224469,22123.78299001827
1224473,26451.501209180657
1224474,22685.56413929477
1224477,22347.435144255498
1224478,33265.6917004431
1224479,28633.889056964726
1224483,27885.176694075526
1224487,36940.834610793565
1224489,29281.837244510214
1224490,34112.85704247449
1224502,24348.94565897061
1224503,47192.578204631034
1224505,36082.783454833334
1224507,35535.018346489465
1224511,47971.3832509017
1224512,42953.30451595704
1224513,26443.968282553917
1224515,45247.279698962026
1224516,46819.96101385649
1224523,36616.14629424933
1224526,47793.300883876116
1224527,35786.7560252995
1224529,25862.689718185717
1224530,36123.971194366764
1224536,33804.64898259702
1224538,33486.66989536502
1224541,36151.63432678009
1224558,35994.261296329016
1224559,43405.06104548928
1224561,37618.35026726851
1224565,34191.948257238015
1224568,24348.32681052164
