SalesID,SalePrice
1222837,23955.008015966025
1222839,37188.44519890132
1222841,39055.71372802487
1222843,22374.893493202413
1222845,41943.21297078907
1222847,41137.38431781328
1222849,22128.644074185184
1222850,21981.103675323735
1222855,30630.5716566616
1222863,40374.27400430133
1222864,22488.867421682546
1222865,32088.937482202928
1222867,31985.215975157626
1222879,34526.2209831737
1222883,30340.726307686433
1222905,35736.13898329971
1222908,51164.96247899103
1222910,51038.786629415175
1222911,29642.437618877306
1222917,24392.895648048434
1222918,24983.993086720286
1222919,25018.556990243538
1222920,24794.393165067602
1222926,24485.64467115636
1222969,37051.10738991407
1222973,22372.487357479265
1222977,22269.311652504686
1222978,22176.085759450885
1222980,31471.750195408506
1222981,38261.25376153426
1222984,35384.61842470738
1222990,24904.628352028492
1222993,22647.74730468833
1222997,20813.44176183529
1222999,32395.780130404637
1223003,48678.035190548646
1223014,31009.021444564933
1223039,22189.60786693285
1223040,22426.0623083505
1223041,32741.468009323078
1223042,32366.40917315815
1223043,30633.33043824794
1223057,37448.845404582666
1223058,37209.78211492694
1223059,37527.878075463865
1223060,42879.19031282929
1223067,21138.783592297917
1223069,52925.657315325225
1223070,45606.41758963818
1223072,40777.63570827059
1223073,38668.257207303286
1223074,40206.666775493904
1223075,38576.584290064595
1223076,50522.90447084657
1223077,50189.35211486169
1223078,53959.0790520185
1223079,53990.16723355459
1223080,51349.41241547152
1223081,51395.89009161153
1223082,40436.96592092243
1223083,32299.321409187814
1223084,31735.636527599047
1223091,29033.73691969127
1223094,44650.06179980491
1223095,23716.669342722613
1223099,22890.688347999683
1223101,45865.40246853236
1223115,32064.037717293315
1223116,32327.69584512841
1223117,38593.654248488994
1223118,32549.175442275973
1223121,38492.4752977301
1223124,38640.330302826376
1223129,31973.37585434898
1223130,32358.066910793044
1223141,29518.0584189847
1223145,32803.03724307932
1223147,53820.36296126974
1223148,42853.337870797186
1223149,42646.140781572525
1223150,48574.836998615065
1223151,42867.76999618554
1223152,48788.4279126317
1223154,53629.98839924646
1223164,33007.11456958309
1223165,38906.178290328666
1223169,22539.384106658603
1223176,32305.217816550765
1223177,22039.35709559724
1223179,22072.760339483844
1223180,21753.470942293316
1223181,22689.043941432334
1223182,22483.218088803304
1223184,45714.29559427762
1223185,32359.193838409825
1223186,31539.39939227171
1223187,32475.10768987039
1223192,32306.511139371545
1223193,37083.84885358431
1223195,31789.693387152514
1223198,31472.640381596502
1223209,24403.300942001275
1223211,31792.663426055853
1223212,37428.01687960651
1223215,22330.832776784206
1223217,37934.22310977552
1223226,21956.07532564475
1223227,22248.398122732207
1223229,56893.01593606663
1223244,32553.290140667385
1223245,31966.953685315428
1223246,38175.4878796407
1223252,32529.590097406104
1223269,37029.05281509065
1223270,42556.73401084414
1223271,42814.80135900296
1223272,37321.13667131735
1223273,43250.83309574244
1223277,21765.23624805655
1223279,21875.5431765526
1223289,32029.614629015578
1223293,45677.41882075087
1223303,22640.53115454917
1223306,32532.329885230643
1223308,55300.48740270073
1223309,39954.82573322695
1223310,47795.20882364677
1223311,55391.954842071194
1223313,51048.62570463045
1223318,46233.09011331363
1223319,33976.47181891013
1223320,39743.257099158276
1223322,34831.6887319173
1223328,34938.28632760302
1223329,34827.85297112015
1223333,31578.75935867977
1223335,27741.79075872195
1223338,37853.2094017492
1223339,31695.88062179815
1223341,35318.12494566745
1223343,37684.11518110044
1223344,42148.19647408514
1223346,32221.641013521785
1223356,32387.623159757724
1223357,38617.770958970614
1223358,32617.172882143845
1223360,38347.32820635232
1223361,38917.08688571873
1223364,38262.362707712615
1223371,32414.228801256795
1223377,32367.595826208628
1223382,48819.77233131157
1223383,48478.76384527567
1223384,48807.560281594466
1223385,48704.156308430436
1223400,31226.37899819714
1223408,37610.310427652206
1223411,31966.838930966653
1223431,31380.07395297533
1223436,37981.20328297087
1223440,42023.88642520037
1223451,21286.30624994202
1223458,32378.794552375366
1223459,32875.68533655849
1223460,28026.602182111994
1223468,41595.17738797202
1223479,42149.56542098499
1223483,38643.61284913975
1223484,34489.390139428455
1223485,22376.429695887313
1223486,23071.32495784129
1223488,55508.80689582856
1223489,48353.25478886505
1223492,40808.829507400835
1223493,40755.06729075186
1223495,34806.47668036039
1223512,33655.723603905804
1223518,41570.0744480367
1223519,32314.452443523307
1223520,45749.725407824786
1223523,41958.76297242724
1223524,19735.987935103414
1223526,27097.290097571138
1223535,39086.152521606135
1223547,39636.8767103034
1223548,25768.46676914478
1223549,31814.047242829496
1223550,38118.193879920014
1223551,38094.464677671866
1223558,53492.76902794131
1223580,32505.75907546268
1223592,25589.458260048366
1223593,32160.462305208068
1223595,41794.82403792947
1223596,25841.647718014152
1223597,31727.35423921104
1223626,38612.67642544609
1223627,37940.377424048
1223634,48112.94395209641
1223635,38762.762684381916
1223647,35507.87386206291
1223648,42579.898828873665
1223650,48166.22264681733
1223651,33031.89496711695
1223652,21800.79075778166
1223653,31932.55949473417
1223665,36764.01221989047
1223667,37061.72141589716
1223670,37138.66415463148
1223672,20985.53593571195
1223679,35009.75561938757
1223680,34712.60489863125
1223691,31919.141409502947
1223692,37794.18006497137
1223696,49825.823958142326
1223707,34732.19017755221
1223718,45814.93495665866
1223720,45608.41485894017
1223724,40049.03906977948
1223725,40338.38145819198
1223727,46444.35718819747
1223728,32498.6242820556
1223733,41951.89427184246
1223734,28454.35897920635
1223737,38759.810252664734
1223740,29566.148506005404
1223764,52045.455593363455
1223769,32039.88630070017
1223770,22249.064593594932
1223773,32578.886915755862
1223779,30253.346499475123
1223780,22319.932480825308
1223788,30392.691839350726
1223789,29907.766624808435
1223790,30611.613883235856
1223791,30201.885228497013
1223794,38761.50052401709
1223795,38282.88321312589
1223796,32648.5318517872
1223808,37850.06332332985
1223809,38432.62023209034
1223813,34847.469679154376
1223814,34216.71146938538
1223816,30860.715192890824
1223817,34273.94484832295
1223818,33720.804351446815
1223819,33581.63574976389
1223820,34667.424451287865
1223823,22761.487146269144
1223824,43137.21649471158
1223834,41236.83134338243
1223869,32413.221780222833
1223872,28969.59121815015
1223873,18699.767619900573
1223875,32440.080981369265
1223883,24040.66847852485
1223884,22685.094949186103
1223892,34818.84558233625
1223893,41043.9928469178
1223894,41563.38700093324
1223895,35900.86494679386
1223896,41622.85891142419
1223897,44801.58811935226
1223903,37704.83758294721
1223909,37640.31844384709
1223911,30205.822749549847
1223913,32179.800475564567
1223918,32176.776657214985
1223919,30539.19771951222
1223941,22539.384106658603
1223943,32954.731059126585
1223948,38144.44067127013
1223949,22413.02906580307
1223957,43578.70732048003
1223958,28960.529682715067
1223980,32489.72905876756
1223990,37889.608228884084
